Frame No,Start,End,latitude,Longitude,Altitude,Speed,Distance
5657,"03:08,721","03:08,755",9.353250,80.105336,122.919,11.962441222426131,0.0
5658,"03:08,755","03:08,788",9.353244,80.105345,122.910,12.021231218140677,0.0012590483071518754
5659,"03:08,788","03:08,821",9.353244,80.105345,122.910,12.021231218140677,0.0
5660,"03:08,821","03:08,855",9.353244,80.105345,122.910,12.021231218140677,0.0
5661,"03:08,855","03:08,888",9.353237,80.105353,122.891,12.020815280171307,0.0012394334333336698
5662,"03:08,888","03:08,922",9.353237,80.105353,122.891,12.020815280171307,0.0
5663,"03:08,922","03:08,955",9.353237,80.105353,122.891,12.020815280171307,0.0
5664,"03:08,955","03:08,988",9.353231,80.105362,122.885,12.020815280171307,0.0012590483382352085
5665,"03:08,988","03:09,022",9.353231,80.105362,122.885,12.020815280171307,0.0
5666,"03:09,022","03:09,055",9.353231,80.105362,122.885,12.020815280171307,0.0
5667,"03:09,055","03:09,088",9.353224,80.105371,122.870,12.020815280171307,0.001328388930186845
5668,"03:09,088","03:09,122",9.353224,80.105371,122.870,12.020815280171307,0.0
5669,"03:09,122","03:09,155",9.353224,80.105371,122.870,12.020815280171307,0.0
5670,"03:09,155","03:09,189",9.353218,80.105380,122.869,12.020815280171307,0.0012590483693184972
5671,"03:09,189","03:09,222",9.353218,80.105380,122.869,12.020815280171307,0.0
5672,"03:09,222","03:09,255",9.353218,80.105380,122.869,12.020815280171307,0.0
5673,"03:09,255","03:09,289",9.353212,80.105388,122.865,12.020815280171307,0.0011648094174969814
5674,"03:09,289","03:09,322",9.353212,80.105388,122.865,12.020815280171307,0.0
5675,"03:09,322","03:09,355",9.353212,80.105388,122.865,12.020815280171307,0.0
5676,"03:09,355","03:09,389",9.353206,80.105397,122.879,11.94026800369238,0.0012590483990340827
5677,"03:09,389","03:09,422",9.353206,80.105397,122.879,11.94026800369238,0.0
5678,"03:09,422","03:09,455",9.353206,80.105397,122.879,11.94026800369238,0.0
5679,"03:09,455","03:09,489",9.353199,80.105406,122.880,11.94026800369238,0.001328388989184985
5680,"03:09,489","03:09,522",9.353199,80.105406,122.880,11.94026800369238,0.0
5681,"03:09,522","03:09,556",9.353199,80.105406,122.880,11.94026800369238,0.0
5682,"03:09,556","03:09,589",9.353192,80.105415,122.889,12.020815280171307,0.0013283890033557318
5683,"03:09,589","03:09,622",9.353192,80.105415,122.889,12.020815280171307,0.0
5684,"03:09,622","03:09,656",9.353192,80.105415,122.889,12.020815280171307,0.0
5685,"03:09,656","03:09,689",9.353186,80.105424,122.887,11.94026800369238,0.0012590484511781838
5686,"03:09,689","03:09,722",9.353186,80.105424,122.887,11.94026800369238,0.0
5687,"03:09,722","03:09,756",9.353186,80.105424,122.887,11.94026800369238,0.0
5688,"03:09,756","03:09,789",9.353179,80.105433,122.903,11.94026800369238,0.001328389036290863
5689,"03:09,789","03:09,822",9.353179,80.105433,122.903,11.94026800369238,0.0
5690,"03:09,822","03:09,856",9.353179,80.105433,122.903,11.94026800369238,0.0
5691,"03:09,856","03:09,889",9.353173,80.105441,122.897,11.94026800369238,0.0011648094978062528
5692,"03:09,889","03:09,923",9.353173,80.105441,122.897,11.94026800369238,0.0
5693,"03:09,923","03:09,956",9.353173,80.105441,122.897,11.94026800369238,0.0
5694,"03:09,956","03:09,989",9.353166,80.105450,122.905,11.881077392223316,0.0013283890657514697
5695,"03:09,989","03:10,023",9.353166,80.105450,122.905,11.881077392223316,0.0
5696,"03:10,023","03:10,056",9.353166,80.105450,122.905,11.881077392223316,0.0
5697,"03:10,056","03:10,089",9.353160,80.105459,122.897,11.881077392223316,0.001259048514670948
5698,"03:10,089","03:10,123",9.353160,80.105459,122.897,11.881077392223316,0.0
5699,"03:10,123","03:10,156",9.353160,80.105459,122.897,11.881077392223316,0.0
5700,"03:10,156","03:10,190",9.353154,80.105468,122.907,11.881077392223316,0.0012590485295809505
5701,"03:10,190","03:10,223",9.353154,80.105468,122.907,11.881077392223316,0.0
5702,"03:10,223","03:10,256",9.353154,80.105468,122.907,11.881077392223316,0.0
5703,"03:10,256","03:10,290",9.353147,80.105477,122.897,11.881077392223316,0.0013283891105019012
5704,"03:10,290","03:10,323",9.353147,80.105477,122.897,11.881077392223316,0.0
5705,"03:10,323","03:10,356",9.353147,80.105477,122.897,11.881077392223316,0.0
5706,"03:10,356","03:10,390",9.353140,80.105486,122.910,11.881077392223316,0.001328389128031387
5707,"03:10,390","03:10,423",9.353140,80.105486,122.910,11.881077392223316,0.0
5708,"03:10,423","03:10,456",9.353140,80.105486,122.910,11.881077392223316,0.0
5709,"03:10,456","03:10,490",9.353134,80.105494,122.903,11.881077392223316,0.0011648095805763398
5710,"03:10,490","03:10,523",9.353134,80.105494,122.903,11.881077392223316,0.0
5711,"03:10,523","03:10,557",9.353134,80.105494,122.903,11.881077392223316,0.0
5712,"03:10,557","03:10,590",9.353128,80.105503,122.917,11.881077392223316,0.0012590485942954425
5713,"03:10,590","03:10,623",9.353128,80.105503,122.917,11.881077392223316,0.0
5714,"03:10,623","03:10,657",9.353128,80.105503,122.917,11.881077392223316,0.0
5715,"03:10,657","03:10,690",9.353121,80.105512,122.907,11.881077392223316,0.0013283891727816966
5716,"03:10,690","03:10,723",9.353121,80.105512,122.907,11.881077392223316,0.0
5717,"03:10,723","03:10,757",9.353121,80.105512,122.907,11.881077392223316,0.0
5718,"03:10,757","03:10,790",9.353115,80.105521,122.917,11.881077392223316,0.0012590486264957355
5719,"03:10,790","03:10,823",9.353115,80.105521,122.917,11.881077392223316,0.0
5720,"03:10,823","03:10,857",9.353115,80.105521,122.917,11.881077392223316,0.0
5721,"03:10,857","03:10,890",9.353109,80.105529,122.906,11.881077392223316,0.0011648096348079605
5722,"03:10,890","03:10,924",9.353109,80.105529,122.906,11.881077392223316,0.0
5723,"03:10,924","03:10,957",9.353109,80.105529,122.906,11.881077392223316,0.0
5724,"03:10,957","03:10,990",9.353102,80.105538,122.923,11.881077392223316,0.001328389215331248
5725,"03:10,990","03:11,024",9.353102,80.105538,122.923,11.881077392223316,0.0
5726,"03:11,024","03:11,057",9.353102,80.105538,122.923,11.881077392223316,0.0
5727,"03:11,057","03:11,090",9.353095,80.105547,122.914,11.94026800369238,0.0013283892341344715
5728,"03:11,090","03:11,124",9.353095,80.105547,122.914,11.94026800369238,0.0
5729,"03:11,124","03:11,157",9.353095,80.105547,122.914,11.94026800369238,0.0
5730,"03:11,157","03:11,191",9.353089,80.105556,122.924,11.94026800369238,0.0012590486922227262
5731,"03:11,191","03:11,224",9.353089,80.105556,122.924,11.94026800369238,0.0
5732,"03:11,224","03:11,257",9.353089,80.105556,122.924,11.94026800369238,0.0
5733,"03:11,257","03:11,291",9.353084,80.105563,122.913,11.94026800369238,0.0010017088310569173
5734,"03:11,291","03:11,324",9.353084,80.105563,122.913,11.94026800369238,0.0
5735,"03:11,324","03:11,357",9.353084,80.105563,122.913,11.94026800369238,0.0
5736,"03:11,357","03:11,391",9.353077,80.105572,122.928,11.94026800369238,0.0013283892752554885
5737,"03:11,391","03:11,424",9.353077,80.105572,122.928,11.94026800369238,0.0
5738,"03:11,424","03:11,457",9.353077,80.105572,122.928,11.94026800369238,0.0
5739,"03:11,457","03:11,491",9.353070,80.105581,122.912,11.94026800369238,0.0013283892918579997
5740,"03:11,491","03:11,524",9.353070,80.105581,122.912,11.94026800369238,0.0
5741,"03:11,524","03:11,558",9.353070,80.105581,122.912,11.94026800369238,0.0
5742,"03:11,558","03:11,591",9.353064,80.105590,122.925,11.94026800369238,0.0012590487545563924
5743,"03:11,591","03:11,624",9.353064,80.105590,122.925,11.94026800369238,0.0
5744,"03:11,624","03:11,658",9.353064,80.105590,122.925,11.94026800369238,0.0
5745,"03:11,658","03:11,691",9.353057,80.105599,122.915,11.94026800369238,0.0013283893212026022
5746,"03:11,691","03:11,724",9.353057,80.105599,122.915,11.94026800369238,0.0
5747,"03:11,724","03:11,758",9.353057,80.105599,122.915,11.94026800369238,0.0
5748,"03:11,758","03:11,791",9.353051,80.105608,122.936,11.94026800369238,0.0012590487867564686
5749,"03:11,791","03:11,824",9.353051,80.105608,122.936,11.94026800369238,0.0
5750,"03:11,824","03:11,858",9.353051,80.105608,122.936,11.94026800369238,0.0
5751,"03:11,858","03:11,891",9.353044,80.105617,122.928,11.94026800369238,0.0013283893529791395
5752,"03:11,891","03:11,925",9.353044,80.105617,122.928,11.94026800369238,0.0
5753,"03:11,925","03:11,958",9.353044,80.105617,122.928,11.94026800369238,0.0
5754,"03:11,958","03:11,991",9.353038,80.105625,122.941,11.94026800369238,0.0011648097856037536
5755,"03:11,991","03:12,025",9.353038,80.105625,122.941,11.94026800369238,0.0
5756,"03:12,025","03:12,058",9.353038,80.105625,122.941,11.94026800369238,0.0
5757,"03:12,058","03:12,091",9.353031,80.105635,122.936,11.94026800369238,0.0014212366600207039
5758,"03:12,091","03:12,125",9.353031,80.105635,122.936,11.94026800369238,0.0
5759,"03:12,125","03:12,158",9.353031,80.105635,122.936,11.94026800369238,0.0
5760,"03:12,158","03:12,192",9.353025,80.105644,122.953,11.94026800369238,0.0012590488488171871
5761,"03:12,192","03:12,225",9.353025,80.105644,122.953,11.94026800369238,0.0
5762,"03:12,225","03:12,258",9.353025,80.105644,122.953,11.94026800369238,0.0
5763,"03:12,258","03:12,292",9.353018,80.105652,122.944,11.94026800369238,0.0012394338723411846
5764,"03:12,292","03:12,325",9.353018,80.105652,122.944,11.94026800369238,0.0
5765,"03:12,325","03:12,358",9.353018,80.105652,122.944,11.94026800369238,0.0
5766,"03:12,358","03:12,392",9.353012,80.105661,122.959,11.94026800369238,0.0012590488812263129
5767,"03:12,392","03:12,425",9.353012,80.105661,122.959,11.94026800369238,0.0
5768,"03:12,425","03:12,458",9.353012,80.105661,122.959,11.94026800369238,0.0
5769,"03:12,458","03:12,492",9.353005,80.105670,122.949,11.94026800369238,0.0013283894461078322
5770,"03:12,492","03:12,525",9.353005,80.105670,122.949,11.94026800369238,0.0
5771,"03:12,525","03:12,559",9.353005,80.105670,122.949,11.94026800369238,0.0
5772,"03:12,559","03:12,592",9.352999,80.105679,122.959,11.881077392223316,0.001259048913426212
5773,"03:12,592","03:12,625",9.352999,80.105679,122.959,11.881077392223316,0.0
5774,"03:12,625","03:12,659",9.352999,80.105679,122.959,11.881077392223316,0.0
5775,"03:12,659","03:12,692",9.352993,80.105687,122.943,11.881077392223316,0.0011648098811063176
5776,"03:12,692","03:12,725",9.352993,80.105687,122.943,11.881077392223316,0.0
5777,"03:12,725","03:12,759",9.352993,80.105687,122.943,11.881077392223316,0.0
5778,"03:12,759","03:12,792",9.352986,80.105696,122.954,11.881077392223316,0.001328389489699346
5779,"03:12,792","03:12,825",9.352986,80.105696,122.954,11.881077392223316,0.0
5780,"03:12,825","03:12,859",9.352986,80.105696,122.954,11.881077392223316,0.0
5781,"03:12,859","03:12,892",9.352980,80.105704,122.942,11.881077392223316,0.0011648099084697566
5782,"03:12,892","03:12,926",9.352980,80.105704,122.942,11.881077392223316,0.0
5783,"03:12,926","03:12,959",9.352980,80.105704,122.942,11.881077392223316,0.0
5784,"03:12,959","03:12,992",9.352974,80.105713,122.957,11.881077392223316,0.0012590489769812373
5785,"03:12,992","03:13,026",9.352974,80.105713,122.957,11.881077392223316,0.0
5786,"03:13,026","03:13,059",9.352974,80.105713,122.957,11.881077392223316,0.0
5787,"03:13,059","03:13,092",9.352967,80.105722,122.945,11.881077392223316,0.0013283895343332794
5788,"03:13,092","03:13,126",9.352967,80.105722,122.945,11.881077392223316,0.0
5789,"03:13,126","03:13,159",9.352967,80.105722,122.945,11.881077392223316,0.0
5790,"03:13,159","03:13,193",9.352961,80.105731,122.953,11.881077392223316,0.0012590490104029538
5791,"03:13,193","03:13,226",9.352961,80.105731,122.953,11.881077392223316,0.0
5792,"03:13,226","03:13,259",9.352961,80.105731,122.953,11.881077392223316,0.0
5793,"03:13,259","03:13,293",9.352954,80.105740,122.939,11.881077392223316,0.0013283895650670198
5794,"03:13,293","03:13,326",9.352954,80.105740,122.939,11.881077392223316,0.0
5795,"03:13,326","03:13,359",9.352954,80.105740,122.939,11.881077392223316,0.0
5796,"03:13,359","03:13,393",9.352948,80.105749,122.952,11.881077392223316,0.001259049041485325
5797,"03:13,393","03:13,426",9.352948,80.105749,122.952,11.881077392223316,0.0
5798,"03:13,426","03:13,459",9.352948,80.105749,122.952,11.881077392223316,0.0
5799,"03:13,459","03:13,493",9.352941,80.105757,122.945,11.881077392223316,0.0012394340237104362
5800,"03:13,493","03:13,526",9.352941,80.105757,122.945,11.881077392223316,0.0
5801,"03:13,526","03:13,560",9.352941,80.105757,122.945,11.881077392223316,0.0
5802,"03:13,560","03:13,593",9.352935,80.105766,122.956,11.881077392223316,0.0012590490749069534
5803,"03:13,593","03:13,626",9.352935,80.105766,122.956,11.881077392223316,0.0
5804,"03:13,626","03:13,660",9.352935,80.105766,122.956,11.881077392223316,0.0
5805,"03:13,660","03:13,693",9.352929,80.105775,122.944,11.881077392223316,0.001259049087581893
5806,"03:13,693","03:13,726",9.352929,80.105775,122.944,11.881077392223316,0.0
5807,"03:13,726","03:13,760",9.352929,80.105775,122.944,11.881077392223316,0.0
5808,"03:13,760","03:13,793",9.352922,80.105784,122.957,11.881077392223316,0.0013283896415926027
5809,"03:13,793","03:13,826",9.352922,80.105784,122.957,11.881077392223316,0.0
5810,"03:13,826","03:13,860",9.352922,80.105784,122.957,11.881077392223316,0.0
5811,"03:13,860","03:13,893",9.352916,80.105792,122.950,11.881077392223316,0.001164810043120612
5812,"03:13,893","03:13,927",9.352916,80.105792,122.950,11.881077392223316,0.0
5813,"03:13,927","03:13,960",9.352916,80.105792,122.950,11.881077392223316,0.0
5814,"03:13,960","03:13,993",9.352910,80.105801,122.964,11.881077392223316,0.0012590491372396146
5815,"03:13,993","03:14,027",9.352910,80.105801,122.964,11.881077392223316,0.0
5816,"03:14,027","03:14,060",9.352910,80.105801,122.964,11.881077392223316,0.0
5817,"03:14,060","03:14,093",9.352903,80.105810,122.955,11.96202324023825,0.0013283896850680734
5818,"03:14,093","03:14,127",9.352903,80.105810,122.955,11.96202324023825,0.0
5819,"03:14,127","03:14,160",9.352903,80.105810,122.955,11.96202324023825,0.0
5820,"03:14,160","03:14,194",9.352897,80.105819,122.970,11.96202324023825,0.0012590491682172213
5821,"03:14,194","03:14,227",9.352897,80.105819,122.970,11.96202324023825,0.0
5822,"03:14,227","03:14,260",9.352897,80.105819,122.970,11.96202324023825,0.0
5823,"03:14,260","03:14,294",9.352891,80.105828,122.960,11.96202324023825,0.0012590491843487582
5824,"03:14,294","03:14,327",9.352891,80.105828,122.960,11.96202324023825,0.0
5825,"03:14,327","03:14,360",9.352891,80.105828,122.960,11.96202324023825,0.0
5826,"03:14,360","03:14,394",9.352884,80.105837,122.974,11.96202324023825,0.0013283897287747618
5827,"03:14,394","03:14,427",9.352884,80.105837,122.974,11.96202324023825,0.0
5828,"03:14,427","03:14,460",9.352884,80.105837,122.974,11.96202324023825,0.0
5829,"03:14,460","03:14,494",9.352878,80.105846,122.965,11.96202324023825,0.0012590492166528382
5830,"03:14,494","03:14,527",9.352878,80.105846,122.965,11.96202324023825,0.0
5831,"03:14,527","03:14,561",9.352878,80.105846,122.965,11.96202324023825,0.0
5832,"03:14,561","03:14,594",9.352871,80.105854,122.978,11.96202324023825,0.001239434163199934
5833,"03:14,594","03:14,627",9.352871,80.105854,122.978,11.96202324023825,0.0
5834,"03:14,627","03:14,661",9.352871,80.105854,122.978,11.96202324023825,0.0
5835,"03:14,661","03:14,694",9.352865,80.105863,122.967,11.881077392223316,0.0012590492478395184
5836,"03:14,694","03:14,727",9.352865,80.105863,122.967,11.881077392223316,0.0
5837,"03:14,727","03:14,761",9.352865,80.105863,122.967,11.881077392223316,0.0
5838,"03:14,761","03:14,794",9.352859,80.105872,122.982,11.881077392223316,0.0012590492637618229
5839,"03:14,794","03:14,827",9.352859,80.105872,122.982,11.881077392223316,0.0
5840,"03:14,827","03:14,861",9.352859,80.105872,122.982,11.881077392223316,0.0
5841,"03:14,861","03:14,894",9.352852,80.105881,122.971,11.96202324023825,0.0013283898052997918
5842,"03:14,894","03:14,928",9.352852,80.105881,122.971,11.96202324023825,0.0
5843,"03:14,928","03:14,961",9.352852,80.105881,122.971,11.96202324023825,0.0
5844,"03:14,961","03:14,994",9.352846,80.105889,122.984,11.96202324023825,0.0011648101930782178
5845,"03:14,994","03:15,028",9.352846,80.105889,122.984,11.96202324023825,0.0
5846,"03:15,028","03:15,061",9.352846,80.105889,122.984,11.96202324023825,0.0
5847,"03:15,061","03:15,094",9.352840,80.105897,122.975,11.96202324023825,0.0011648102044115038
5848,"03:15,094","03:15,128",9.352840,80.105897,122.975,11.96202324023825,0.0
5849,"03:15,128","03:15,161",9.352840,80.105897,122.975,11.96202324023825,0.0
5850,"03:15,161","03:15,195",9.352834,80.105906,122.992,11.96202324023825,0.001259049326093988
5851,"03:15,195","03:15,228",9.352834,80.105906,122.992,11.96202324023825,0.0
5852,"03:15,228","03:15,261",9.352834,80.105906,122.992,11.96202324023825,0.0
5853,"03:15,261","03:15,295",9.352827,80.105915,122.983,12.020815280171307,0.0013283898629061648
5854,"03:15,295","03:15,328",9.352827,80.105915,122.983,12.020815280171307,0.0
5855,"03:15,328","03:15,361",9.352827,80.105915,122.983,12.020815280171307,0.0
5856,"03:15,361","03:15,395",9.352821,80.105924,123.003,12.020815280171307,0.0012590493582932832
5857,"03:15,395","03:15,428",9.352821,80.105924,123.003,12.020815280171307,0.0
5858,"03:15,428","03:15,461",9.352821,80.105924,123.003,12.020815280171307,0.0
5859,"03:15,461","03:15,495",9.352814,80.105933,122.997,12.020815280171307,0.0013283898936394558
5860,"03:15,495","03:15,528",9.352814,80.105933,122.997,12.020815280171307,0.0
5861,"03:15,528","03:15,562",9.352814,80.105933,122.997,12.020815280171307,0.0
5862,"03:15,562","03:15,595",9.352808,80.105942,123.014,12.020815280171307,0.0012590493905971255
5863,"03:15,595","03:15,628",9.352808,80.105942,123.014,12.020815280171307,0.0
5864,"03:15,628","03:15,662",9.352808,80.105942,123.014,12.020815280171307,0.0
5865,"03:15,662","03:15,695",9.352801,80.105951,123.006,12.020815280171307,0.0013283899265733765
5866,"03:15,695","03:15,728",9.352801,80.105951,123.006,12.020815280171307,0.0
5867,"03:15,728","03:15,762",9.352801,80.105951,123.006,12.020815280171307,0.0
5868,"03:15,762","03:15,795",9.352795,80.105960,123.024,12.08014900570353,0.0012590494203524386
5869,"03:15,795","03:15,828",9.352795,80.105960,123.024,12.08014900570353,0.0
5870,"03:15,828","03:15,862",9.352795,80.105960,123.024,12.08014900570353,0.0
5871,"03:15,862","03:15,895",9.352788,80.105968,123.017,12.0,0.001239434329967592
5872,"03:15,895","03:15,929",9.352788,80.105968,123.017,12.0,0.0
5873,"03:15,929","03:15,962",9.352788,80.105968,123.017,12.0,0.0
5874,"03:15,962","03:15,995",9.352788,80.105968,123.017,12.0,0.0
5875,"03:15,995","03:16,029",9.352782,80.105977,123.031,12.0,0.001259049454087322
5876,"03:16,029","03:16,062",9.352782,80.105977,123.031,12.0,0.0
5877,"03:16,062","03:16,095",9.352775,80.105986,123.017,12.0,0.0013283899865346265
5878,"03:16,095","03:16,129",9.352775,80.105986,123.017,12.0,0.0
5879,"03:16,129","03:16,162",9.352775,80.105986,123.017,12.0,0.0
5880,"03:16,162","03:16,196",9.352769,80.105995,123.029,12.0,0.0012590494862864407
5881,"03:16,196","03:16,229",9.352769,80.105995,123.029,12.0,0.0
5882,"03:16,229","03:16,262",9.352769,80.105995,123.029,12.0,0.0
5883,"03:16,262","03:16,296",9.352762,80.106003,123.017,12.0,0.0012394343816993518
5884,"03:16,296","03:16,329",9.352762,80.106003,123.017,12.0,0.0
5885,"03:16,329","03:16,362",9.352762,80.106003,123.017,12.0,0.0
5886,"03:16,362","03:16,396",9.352762,80.106003,123.017,12.0,0.0
5887,"03:16,396","03:16,429",9.352755,80.106012,123.031,12.0,0.0013283900349122264
5888,"03:16,429","03:16,462",9.352755,80.106012,123.031,12.0,0.0
5889,"03:16,462","03:16,496",9.352749,80.106021,123.027,12.0,0.001259049534867014
5890,"03:16,496","03:16,529",9.352749,80.106021,123.027,12.0,0.0
5891,"03:16,529","03:16,563",9.352749,80.106021,123.027,12.0,0.0
5892,"03:16,563","03:16,596",9.352742,80.106030,123.048,11.94026800369238,0.001328390065413979
5893,"03:16,596","03:16,629",9.352742,80.106030,123.048,11.94026800369238,0.0
5894,"03:16,629","03:16,663",9.352742,80.106030,123.048,11.94026800369238,0.0
5895,"03:16,663","03:16,696",9.352736,80.106039,123.049,11.940686747419512,0.0012590495670660204
5896,"03:16,696","03:16,729",9.352736,80.106039,123.049,11.940686747419512,0.0
5897,"03:16,729","03:16,763",9.352736,80.106039,123.049,11.940686747419512,0.0
5898,"03:16,763","03:16,796",9.352730,80.106047,123.069,11.940686747419512,0.001164810440317728
5899,"03:16,796","03:16,829",9.352730,80.106047,123.069,11.940686747419512,0.0
5900,"03:16,829","03:16,863",9.352730,80.106047,123.069,11.940686747419512,0.0
5901,"03:16,863","03:16,896",9.352723,80.106056,123.070,11.940686747419512,0.0013283901079617485
5902,"03:16,896","03:16,930",9.352723,80.106056,123.070,11.940686747419512,0.0
5903,"03:16,930","03:16,963",9.352723,80.106056,123.070,11.940686747419512,0.0
5904,"03:16,963","03:16,996",9.352717,80.106065,123.087,11.940686747419512,0.0012590496167227865
5905,"03:16,996","03:17,030",9.352717,80.106065,123.087,11.940686747419512,0.0
5906,"03:17,030","03:17,063",9.352717,80.106065,123.087,11.940686747419512,0.0
5907,"03:17,063","03:17,096",9.352710,80.106074,123.085,11.94026800369238,0.0013283901396215613
5908,"03:17,096","03:17,130",9.352710,80.106074,123.085,11.94026800369238,0.0
5909,"03:17,130","03:17,163",9.352710,80.106074,123.085,11.94026800369238,0.0
5910,"03:17,163","03:17,197",9.352704,80.106083,123.106,12.020815280171307,0.0012590496479089196
5911,"03:17,197","03:17,230",9.352704,80.106083,123.106,12.020815280171307,0.0
5912,"03:17,230","03:17,263",9.352704,80.106083,123.106,12.020815280171307,0.0
5913,"03:17,263","03:17,297",9.352697,80.106092,123.098,12.020815280171307,0.0013283901713969863
5914,"03:17,297","03:17,330",9.352697,80.106092,123.098,12.020815280171307,0.0
5915,"03:17,330","03:17,363",9.352697,80.106092,123.098,12.020815280171307,0.0
5916,"03:17,363","03:17,397",9.352690,80.106101,123.108,12.020815280171307,0.0013283901855668603
5917,"03:17,397","03:17,430",9.352690,80.106101,123.108,12.020815280171307,0.0
5918,"03:17,430","03:17,463",9.352690,80.106101,123.108,12.020815280171307,0.0
5919,"03:17,463","03:17,497",9.352684,80.106110,123.095,12.020815280171307,0.0012590496988284568
5920,"03:17,497","03:17,530",9.352684,80.106110,123.095,12.020815280171307,0.0
5921,"03:17,530","03:17,564",9.352684,80.106110,123.095,12.020815280171307,0.0
5922,"03:17,564","03:17,597",9.352677,80.106118,123.107,11.94026800369238,0.0012394345501232967
5923,"03:17,597","03:17,630",9.352677,80.106118,123.107,11.94026800369238,0.0
5924,"03:17,630","03:17,664",9.352677,80.106118,123.107,11.94026800369238,0.0
5925,"03:17,664","03:17,697",9.352671,80.106127,123.094,11.94026800369238,0.001259049731027243
5926,"03:17,697","03:17,730",9.352671,80.106127,123.094,11.94026800369238,0.0
5927,"03:17,730","03:17,764",9.352671,80.106127,123.094,11.94026800369238,0.0
5928,"03:17,764","03:17,797",9.352665,80.106136,123.102,11.94026800369238,0.0012590497447145317
5929,"03:17,797","03:17,830",9.352665,80.106136,123.102,11.94026800369238,0.0
5930,"03:17,830","03:17,864",9.352665,80.106136,123.102,11.94026800369238,0.0
5931,"03:17,864","03:17,897",9.352658,80.106145,123.086,11.94026800369238,0.0013283902622060115
5932,"03:17,897","03:17,931",9.352658,80.106145,123.086,11.94026800369238,0.0
5933,"03:17,931","03:17,964",9.352658,80.106145,123.086,11.94026800369238,0.0
5934,"03:17,964","03:17,997",9.352652,80.106154,123.092,11.94026800369238,0.0012590497769132535
5935,"03:17,997","03:18,031",9.352652,80.106154,123.092,11.94026800369238,0.0
5936,"03:18,031","03:18,064",9.352652,80.106154,123.092,11.94026800369238,0.0
5937,"03:18,064","03:18,097",9.352645,80.106162,123.075,11.94026800369238,0.0012394346140689062
5938,"03:18,097","03:18,131",9.352645,80.106162,123.075,11.94026800369238,0.0
5939,"03:18,131","03:18,164",9.352645,80.106162,123.075,11.94026800369238,0.0
5940,"03:18,164","03:18,198",9.352639,80.106171,123.086,11.94026800369238,0.0012590498106476522
5941,"03:18,198","03:18,231",9.352639,80.106171,123.086,11.94026800369238,0.0
5942,"03:18,231","03:18,264",9.352639,80.106171,123.086,11.94026800369238,0.0
5943,"03:18,264","03:18,298",9.352632,80.106180,123.074,11.881077392223316,0.0013283903233245057
5944,"03:18,298","03:18,331",9.352632,80.106180,123.074,11.881077392223316,0.0
5945,"03:18,331","03:18,364",9.352632,80.106180,123.074,11.881077392223316,0.0
5946,"03:18,364","03:18,398",9.352626,80.106189,123.081,11.881077392223316,0.0012590498416243376
5947,"03:18,398","03:18,431",9.352626,80.106189,123.081,11.881077392223316,0.0
5948,"03:18,431","03:18,464",9.352626,80.106189,123.081,11.881077392223316,0.0
5949,"03:18,464","03:18,498",9.352620,80.106197,123.064,11.881077392223316,0.0011648106714119949
5950,"03:18,498","03:18,531",9.352620,80.106197,123.064,11.881077392223316,0.0
5951,"03:18,531","03:18,565",9.352620,80.106197,123.064,11.881077392223316,0.0
5952,"03:18,565","03:18,598",9.352613,80.106206,123.071,11.822436297142819,0.0013283903693462483
5953,"03:18,598","03:18,631",9.352613,80.106206,123.071,11.822436297142819,0.0
5954,"03:18,631","03:18,665",9.352613,80.106206,123.071,11.822436297142819,0.0
5955,"03:18,665","03:18,698",9.352607,80.106215,123.056,11.822436297142819,0.0012590498900586116
5956,"03:18,698","03:18,731",9.352607,80.106215,123.056,11.822436297142819,0.0
5957,"03:18,731","03:18,765",9.352607,80.106215,123.056,11.822436297142819,0.0
5958,"03:18,765","03:18,798",9.352601,80.106224,123.071,11.903780911962384,0.0012590499025238514
5959,"03:18,798","03:18,831",9.352601,80.106224,123.071,11.903780911962384,0.0
5960,"03:18,831","03:18,865",9.352601,80.106224,123.071,11.903780911962384,0.0
5961,"03:18,865","03:18,898",9.352595,80.106233,123.057,11.846096403457132,0.001259049919876874
5962,"03:18,898","03:18,932",9.352595,80.106233,123.057,11.846096403457132,0.0
5963,"03:18,932","03:18,965",9.352595,80.106233,123.057,11.846096403457132,0.0
5964,"03:18,965","03:18,998",9.352588,80.106241,123.070,11.903780911962384,0.0012394347276267457
5965,"03:18,998","03:19,032",9.352588,80.106241,123.070,11.903780911962384,0.0
5966,"03:19,032","03:19,065",9.352588,80.106241,123.070,11.903780911962384,0.0
5967,"03:19,065","03:19,098",9.352582,80.106250,123.059,11.903780911962384,0.0012590499510625925
5968,"03:19,098","03:19,132",9.352582,80.106250,123.059,11.903780911962384,0.0
5969,"03:19,132","03:19,165",9.352582,80.106250,123.059,11.903780911962384,0.0
5970,"03:19,165","03:19,199",9.352576,80.106259,123.080,11.903780911962384,0.0012590499659716893
5971,"03:19,199","03:19,232",9.352576,80.106259,123.080,11.903780911962384,0.0
5972,"03:19,232","03:19,265",9.352576,80.106259,123.080,11.903780911962384,0.0
5973,"03:19,265","03:19,299",9.352570,80.106268,123.071,11.903780911962384,0.0012590499818935423
5974,"03:19,299","03:19,332",9.352570,80.106268,123.071,11.903780911962384,0.0
5975,"03:19,332","03:19,365",9.352570,80.106268,123.071,11.903780911962384,0.0
